"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","int_rate","installment","grade","sub_grade","emp_length_years","annual_inc","home_ownership","purpose","delinq_2yrs","total_acc","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","recoveries","issue_date","default"
548457,707088,5000,5000,5000,16.45,176.9,"E","E1",4,70000,"MORTGAGE","small_business",1,19,2455.23,2455.23,1526.91,767.33,160.99,"2010-07-01",1
365831,374099,9600,9600,6501.64239312,9.38,306.98,"A","A5",1,48000,"MORTGAGE","credit_card",0,23,11046.5,7385.25,9599.99,1446.51,0,"2008-12-01",0
502167,645689,7500,7500,7500,13.48,254.44,"C","C3",4,32400,"MORTGAGE","other",0,10,7585.44,7585.44,7500,85.44,0,"2010-04-01",0
505045,650577,7000,7000,5604.42910515,7.51,217.77,"A","A4",1,110000,"RENT","major_purchase",0,22,7643.36,6093.41,7000,643.36,0,"2010-04-01",0
500286,642464,4800,4800,4800,11.36,157.98,"B","B5",8,70000,"MORTGAGE","debt_consolidation",0,19,5304.64,5304.64,4800,504.64,0,"2010-04-01",0
358644,365339,2500,2500,2012.46367784,13.67,85.05,"D","D2",1,65004,"MORTGAGE","debt_consolidation",1,21,3061.43,2434.11,2499.99,561.44,0,"2008-10-01",0
589671,757477,15000,15000,15000,13.61,509.83,"C","C2",1,70000,"RENT","credit_card",0,21,16245.95,16245.95,15000,1245.95,0,"2010-10-01",0
405699,453738,10750,10750,3066.12,13.16,363.03,"C","C3",1,85000,"MORTGAGE","other",1,45,12063.37,3363.84,10750,1313.37,0,"2009-05-01",0
348134,349077,7500,7500,975.642330207,10.71,244.52,"B","B5",1,79992,"RENT","debt_consolidation",0,17,8802.22,1000.54,7499.98,1302.24,0,"2008-05-01",0
546464,704676,5000,5000,5000,14.84,172.94,"D","D1",1,44500,"RENT","debt_consolidation",0,20,6222.18,6222.18,5000,1222.18,0,"2010-07-01",0
598576,768229,15000,15000,14996.8160379,5.79,454.91,"A","A2",10,86000,"MORTGAGE","debt_consolidation",0,15,16374.24,16370.49,15000,1374.24,0,"2010-10-01",0
395896,435717,7000,7000,3971.93523827,12.21,233.21,"B","B5",1,10000,"RENT","educational",0,12,8380.27,4449.34,7000,1380.27,0,"2009-05-01",0
434277,517984,10000,10000,9419.4324394,8.94,317.72,"A","A5",10,62000,"RENT","debt_consolidation",0,29,11434.91,10761.44,10000,1434.91,0,"2009-08-01",0
416813,485627,4200,4200,4175,11.89,139.29,"B","B4",1,57000,"RENT","wedding",2,7,4834.39,4805.63,4200,634.39,0,"2009-06-01",0
571063,734588,7000,7000,6975,13.61,237.92,"C","C2",1,54000,"RENT","moving",0,19,7882.53,7854.4,7000.02,882.51,0,"2010-08-01",0
453783,561310,13000,13000,12959.8606512,15.31,452.6,"D","D3",4,33800,"OWN","other",0,3,16293.82,16239.88,12999.99,3293.83,0,"2009-11-01",0
370458,387332,15000,15000,10752.2759751,13.47,508.84,"C","C4",1,63000,"MORTGAGE","educational",0,38,18315.27,12713.1,15000,3315.27,0,"2009-01-01",0
369008,384250,8000,8000,5450,9.32,255.58,"A","A4",1,30000,"RENT","debt_consolidation",0,19,8123.27,5534.14,8000,123.27,0,"2008-12-01",0
592570,761039,1500,1500,1500,6.76,46.16,"A","A2",2,25000,"OWN","vacation",0,18,1660.9,1660.9,1500,160.9,0,"2010-10-01",0
359906,367364,4000,4000,2599.5648652,13.04,134.86,"C","C5",3,33000,"MORTGAGE","educational",2,23,4854.07,3059.3,3999.99,854.08,0,"2008-10-01",0
590933,759008,23000,23000,22875,13.98,785.87,"C","C3",7,43385,"RENT","debt_consolidation",0,4,27492.66,27343.25,23000,4492.66,0,"2010-10-01",0
495462,634640,6000,6000,6000,15.33,208.97,"D","D3",2,87000,"RENT","other",1,25,7450.73,7450.73,6000,1450.73,0,"2010-03-01",0
493695,631716,10000,10000,9900,7.88,312.81,"A","A5",3,79000,"RENT","credit_card",0,31,11259.62,11147.04,10000,1259.62,0,"2010-03-01",0
481312,612120,6025,6025,5875,10.99,197.23,"B","B4",1,38000,"RENT","debt_consolidation",0,12,6428.68,6268.63,6025,403.68,0,"2010-02-01",0
570149,733471,4000,4000,4000,11.86,132.59,"B","B5",10,48000,"RENT","vacation",0,11,3644.29,3644.29,2853.44,713.8,77.05,"2010-08-01",1
354885,359199,3000,2150,0,10.01,69.39,"B","B2",5,35000,"RENT","debt_consolidation",0,5,2383.36,0,2150,233.36,0,"2008-09-01",0
465929,584883,4200,4200,4125,12.53,140.56,"B","B5",2,30000,"RENT","other",0,14,4799.77,4714.04,4200,599.77,0,"2009-12-01",0
391825,428230,14000,14000,3720.93,14.42,481.36,"D","D2",4,37148.8,"RENT","debt_consolidation",0,13,15759.44,4102,14000,1759.44,0,"2009-04-01",0
559711,720485,8700,8700,8000,7.88,272.15,"A","A5",4,65000,"RENT","credit_card",0,8,9796.17,9007.91,8700,1096.17,0,"2010-08-01",0
541472,698892,7500,7500,7500,7.88,234.61,"A","A5",3,40800,"MORTGAGE","other",0,24,8430.16,8430.16,7500,930.16,0,"2010-07-01",0
118872,118869,8950,8950,500,16.91,318.69,"G","G2",3,70000,"MORTGAGE","debt_consolidation",0,5,4114.5,229.81,2498.48,1325.44,290.58,"2007-08-01",1
617718,791917,2500,2500,2475,6.91,77.09,"A","A5",1,16800,"RENT","home_improvement",0,7,2775.04,2747.29,2500,275.04,0,"2010-12-01",0
609096,781290,2500,2500,2500,9.62,80.23,"B","B3",4,64992,"MORTGAGE","major_purchase",0,39,2887.39,2887.39,2500,387.39,0,"2010-11-01",0
556413,716492,2000,2000,2000,14.72,69.06,"C","C5",10,34000,"RENT","major_purchase",0,12,2485.49,2485.49,2000,485.49,0,"2010-08-01",0
447571,548382,15000,15000,15000,13.92,512.06,"C","C4",1,35000,"MORTGAGE","debt_consolidation",0,26,17764.45,17764.45,15000,2764.45,0,"2009-10-01",0
631691,809222,8000,8000,7475,6.54,245.34,"A","A4",1,75000,"RENT","debt_consolidation",0,14,8830.01,8250.43,8000,830.01,0,"2010-12-01",0
233258,233219,8975,8975,2875,15.2,312.01,"E","E5",1,26000,"MORTGAGE","debt_consolidation",0,11,11022.63,3529.59,8975,2047.63,0,"2008-01-01",0
379665,406329,10000,10000,9025,14.11,342.29,"D","D1",1,60000,"RENT","debt_consolidation",0,13,11392.75,10281.91,10000,1392.75,0,"2009-02-01",0
557491,717773,15500,15500,14744.9551103,7.88,484.86,"A","A5",10,71760,"RENT","moving",0,22,17453.33,16602.5,15500.01,1953.32,0,"2010-08-01",0
494229,632018,5000,5000,5000,14.59,172.33,"D","D1",2,42000,"RENT","small_business",0,14,6202.62,6202.62,5000,1202.62,0,"2010-03-01",0
417291,486464,6000,6000,5990.23808732,14.11,205.38,"D","D1",2,34000,"MORTGAGE","other",2,22,7389.53,7375.93,6000,1389.53,0,"2009-06-01",0
359449,366665,2500,2500,1625,10.83,81.65,"B","B3",2,60000,"MORTGAGE","vacation",3,31,2793.99,1816.06,2500,293.99,0,"2008-10-01",0
618208,792509,2800,2800,2800,6.54,85.87,"A","A4",5,14400,"RENT","debt_consolidation",0,9,2035.99,2035.99,1715.19,248.79,72.01,"2010-11-01",1
515350,666175,17500,12900,12900,10.62,420.02,"B","B3",6,40800,"RENT","debt_consolidation",0,16,15117.8,15117.8,12900,2217.8,0,"2010-05-01",0
549319,708126,6000,6000,6000,7.51,186.67,"A","A4",10,93000,"RENT","major_purchase",0,12,5485.8,5485.8,4711.44,685.75,88.61,"2010-07-01",1
573635,737844,3500,3500,3500,13.61,118.96,"C","C2",4,54000,"RENT","debt_consolidation",0,23,2930.66,2930.66,2161.79,679.33,89.54,"2010-09-01",1
568971,731932,7750,7750,7750,18.67,282.8,"F","F2",2,33000,"RENT","debt_consolidation",0,20,10134.66,10134.66,7750,2384.66,0,"2010-08-01",0
355745,360648,17000,17000,9551.46,12.21,566.36,"B","B5",10,80000,"MORTGAGE","other",0,22,19732.82,10888.19,16999.98,2732.84,0,"2009-02-01",0
582287,748349,6000,6000,6000,13.98,205.01,"C","C3",6,60000,"RENT","debt_consolidation",0,16,7328.51,7328.51,6000,1328.51,0,"2010-09-01",0
114469,114466,13000,13000,825,17.22,464.95,"G","G3",1,32000,"RENT","other",0,7,6042.88,382.76,3946.17,2096.71,0,"2007-08-01",0
590742,758784,2000,2000,2000,13.23,67.61,"C","C1",NA,24702,"RENT","other",0,6,2433.02,2433.02,2000,433.02,0,"2010-10-01",0
393734,431996,4000,4000,3434.80286713,12.53,133.87,"C","C1",1,81996,"RENT","debt_consolidation",0,20,4697.43,3947.85,4000,697.43,0,"2009-04-01",0
633643,811765,6000,6000,6000,13.35,203.18,"C","C4",1,22800,"RENT","other",0,20,2843.75,2843.75,2044.64,788.64,10.47,"2010-12-01",1
468862,590884,12000,12000,11875,11.48,395.63,"B","B2",10,76000,"MORTGAGE","other",0,26,14038.47,13892.25,12000,2038.47,0,"2009-12-01",0
593855,762614,3000,3000,3000,11.86,99.45,"B","B5",3,57408,"OWN","car",0,44,3262.76,3262.76,3000,262.76,0,"2010-10-01",0
578898,744330,3600,3600,3600,7.51,112,"A","A4",2,55000,"RENT","debt_consolidation",0,18,3622.8,3622.8,3600,22.8,0,"2010-09-01",0
507864,655102,7000,7000,6975,13.85,238.73,"C","C4",5,40800,"MORTGAGE","debt_consolidation",0,28,7237.09,7211.24,7000,237.09,0,"2010-04-01",0
480666,611112,4500,4500,4462.80597363,9.88,144.95,"B","B1",3,31500,"MORTGAGE","other",0,15,5216.88,5172.71,4500,716.88,0,"2010-02-01",0
407128,453909,2000,2000,1950,11.89,66.33,"B","B4",4,23587,"RENT","educational",0,14,1658.25,1616.7,1302.55,343.7,12,"2009-06-01",1
606844,778488,10000,10000,10000,15.2,347.64,"D","D4",3,43000,"RENT","credit_card",0,15,10459.64,10459.64,10000,459.64,0,"2010-11-01",0
435880,521153,20000,20000,13975,16.7,710.03,"E","E2",2,90000,"MORTGAGE","debt_consolidation",0,57,23789.66,16621.53,20000,3789.66,0,"2009-09-01",0
242621,242604,10000,10000,4100,14.82,345.78,"E","E3",10,104000,"MORTGAGE","debt_consolidation",0,32,12445.18,5101.19,10000,2445.18,0,"2008-02-01",0
561481,722598,8000,8000,8000,14.72,276.23,"C","C5",8,60000,"RENT","debt_consolidation",0,25,9940.86,9940.86,8000,1940.86,0,"2010-08-01",0
495692,634971,14500,14500,14350,14.59,499.75,"D","D1",1,36000,"RENT","debt_consolidation",0,10,2994,2963.04,1997.67,996.33,0,"2010-03-01",0
600595,770830,18250,11150,11125,13.35,377.58,"C","C4",2,45600,"RENT","debt_consolidation",0,23,13222.99,13193.36,11149.99,2073,0,"2010-10-01",0
485710,550408,10000,10000,9875,10.25,323.85,"B","B2",7,35000,"OWN","debt_consolidation",0,16,11650.9,11505.26,10000,1650.9,0,"2010-02-01",0
261657,261550,15000,15000,3475.01000361,17.03,535.02,"F","F5",3,1e+05,"RENT","debt_consolidation",2,12,8021.55,1856.25,5340.53,2681.02,0,"2008-02-01",0
544065,701871,7000,7000,6950,16.82,248.95,"E","E2",5,65000,"RENT","credit_card",0,8,8536.74,8475.82,7000,1536.74,0,"2010-07-01",0
466415,585831,3200,3200,3100,11.48,105.5,"B","B2",1,110000,"RENT","other",0,21,3598.8,3486.32,3200,398.8,0,"2009-12-01",0
564455,726272,13000,13000,12850,7.88,406.66,"A","A5",9,68000,"MORTGAGE","debt_consolidation",0,26,14638.17,14469.26,13000.01,1638.16,0,"2010-08-01",0
564566,726392,1800,1800,1800,13.23,60.85,"C","C1",1,40000,"RENT","other",0,28,2104.51,2104.51,1800,304.51,0,"2010-08-01",0
539764,696944,10000,10000,9400,7.88,312.82,"A","A5",8,105000,"MORTGAGE","debt_consolidation",0,37,10838.97,10188.63,10000,838.97,0,"2010-07-01",0
478769,607970,2000,2000,2000,11.48,65.94,"B","B2",9,28800,"RENT","debt_consolidation",0,11,2372.45,2372.45,2000,372.45,0,"2010-01-01",0
384276,415265,3500,3500,3250,9.32,111.82,"A","A4",9,87000,"MORTGAGE","other",0,31,4007.58,3721.24,3500,507.58,0,"2009-03-01",0
151017,148940,5000,5000,1232.66,13.75,170.29,"E","E2",1,16000,"RENT","debt_consolidation",0,7,6129.74,1493.46,4999.99,1129.75,0,"2007-11-01",0
522773,676227,10000,7625,7441.46402553,7.88,238.52,"A","A5",1,84000,"MORTGAGE","home_improvement",0,15,8585.71,8365.68,7625,960.71,0,"2010-06-01",0
491339,627807,14400,14400,14375,16.82,512.09,"E","E2",5,40320,"RENT","debt_consolidation",0,10,17934.03,17902.93,14400,3534.03,0,"2010-03-01",0
353420,357044,7800,7800,7700,14.11,266.99,"D","D1",1,40000,"RENT","debt_consolidation",0,16,9588.18,9465.27,7800,1788.18,0,"2009-07-01",0
96844,95222,5300,5300,600,8.38,167.02,"A","A5",7,74000,"MORTGAGE","credit_card",0,29,6012.16,680.4,5300,712.16,0,"2007-07-01",0
590309,758281,4500,4500,4500,16.45,159.21,"E","E1",2,21000,"RENT","debt_consolidation",0,5,3034.63,3034.63,1932.28,925.75,146.66,"2010-10-01",1
490783,626812,6000,6000,6000,13.11,202.47,"C","C2",2,25800,"RENT","debt_consolidation",0,17,7286.33,7286.33,6000,1286.33,0,"2010-03-01",0
473843,599166,10000,10000,9975,17.39,358.48,"E","E4",10,53000,"MORTGAGE","debt_consolidation",0,21,13272.8,13239.66,10000,3272.8,0,"2010-01-01",0
350328,352360,6500,6500,0,11.34,213.85,"C","C2",10,92000,"MORTGAGE","credit_card",0,27,6950.32,0,6500,450.32,0,"2008-06-01",0
623955,799625,9000,5750,5725,6.54,176.34,"A","A4",1,35000,"RENT","debt_consolidation",0,14,5032.46,5010.67,2723.69,437.83,1870.94,"2010-12-01",1
494435,632967,8550,8550,8108.98,10.25,276.89,"B","B2",5,42000,"RENT","debt_consolidation",0,12,6294.81,6149.52,4896.08,1177.02,221.71,"2010-03-01",1
487076,620846,5000,5000,5000,13.48,169.63,"C","C3",4,45000,"MORTGAGE","small_business",0,34,5861.2,5861.2,5000,861.2,0,"2010-02-01",0
353366,356970,7500,7050,0,13.17,238.13,"D","D2",8,80500,"MORTGAGE","debt_consolidation",2,28,7348.83,0,7050,298.83,0,"2008-08-01",0
550117,709117,4800,4800,4775,7.88,150.15,"A","A5",4,115000,"RENT","other",0,33,5226.02,5198.8,4800,426.02,0,"2010-07-01",0
634908,813336,8000,8000,8000,13.72,272.34,"C","C5",10,55000,"MORTGAGE","car",2,21,9803.62,9803.62,8000,1803.62,0,"2010-12-01",0
452616,558800,14000,14000,13265.9650185,13.92,477.92,"C","C4",1,54000,"RENT","debt_consolidation",0,31,15715.82,14852.89,13645.91,2034.5,11.54,"2009-12-01",1
508429,656005,10000,10000,8925,10.99,327.36,"B","B4",1,42000,"RENT","debt_consolidation",0,4,11134.9,9937.6,10000,1134.9,0,"2010-04-01",0
484321,491717,5500,5500,5475,12.73,184.62,"C","C1",1,40440,"RENT","debt_consolidation",0,20,6517.84,6488.24,5500,1017.84,0,"2010-02-01",0
466137,585376,6000,6000,5944.5571178,11.48,197.82,"B","B2",10,65000,"MORTGAGE","debt_consolidation",0,33,6999.36,6933.67,6000,999.36,0,"2009-12-01",0
451177,555648,25000,25000,24404.1411525,15.31,870.39,"D","D3",1,110000,"MORTGAGE","small_business",0,34,31269.63,30463.76,25000.02,6226.09,0,"2009-11-01",0
446300,545700,4900,4900,4900,14.26,168.1,"C","C5",10,64000,"RENT","debt_consolidation",0,13,5784.53,5784.53,4900,884.53,0,"2009-10-01",0
432657,514453,10000,10000,9250,8.59,316.11,"A","A4",4,73000,"RENT","major_purchase",0,24,10741.45,9935.9,10000,741.45,0,"2009-08-01",0
498368,639140,5000,5000,5000,10.62,162.8,"B","B3",2,50000,"MORTGAGE","debt_consolidation",0,18,5783.39,5783.39,5000,783.39,0,"2010-03-01",0
527623,682456,8000,8000,7982.18527247,13.61,271.91,"C","C2",6,25000,"RENT","credit_card",0,12,9780.01,9754.61,8000,1780.01,0,"2010-06-01",0
486459,619958,8500,8500,8500,16.07,299.15,"D","D5",2,31800,"RENT","debt_consolidation",0,8,1809.88,1809.88,1143.99,642.09,23.8,"2010-02-01",1
616256,790176,5500,5500,5500,12.98,185.27,"C","C3",2,28900,"MORTGAGE","debt_consolidation",1,17,5674.86,5674.86,5500,174.86,0,"2010-11-01",0
602209,772705,20000,20000,18407.1024623,6.91,616.72,"A","A5",8,60000,"RENT","debt_consolidation",0,27,22063.2,20146.19,20000.01,2063.19,0,"2010-10-01",0
465574,584268,25000,25000,24940.0302675,12.18,832.5,"B","B4",2,77000,"MORTGAGE","credit_card",0,28,29599.85,29527.39,24999.98,4599.87,0,"2009-12-01",0
427063,504461,4000,4000,4000,15.37,139.39,"D","D5",1,15000,"MORTGAGE","small_business",0,32,4272.49,4272.49,4000,272.49,0,"2009-07-01",0
364203,374653,20000,20000,8937.37072565,13.04,674.27,"C","C5",1,96000,"RENT","small_business",0,5,24272.74,9901.46,20000,4272.74,0,"2008-12-01",0
616001,789870,9250,9250,9250,9.99,298.43,"B","B4",NA,29736,"RENT","moving",0,25,10523.24,10523.24,9250,1273.24,0,"2010-11-01",0
132449,132446,2400,2400,675,13.43,81.37,"E","E1",1,20000,"RENT","debt_consolidation",5,10,2928.17,823.17,2400,528.17,0,"2007-10-01",0
439689,531514,20000,20000,19850,14.61,689.51,"D","D1",4,51996,"RENT","debt_consolidation",0,11,24817.03,24630.87,20000,4817.03,0,"2009-09-01",0
570296,733648,7000,7000,7000,11.86,232.04,"B","B5",1,40800,"RENT","credit_card",0,11,8348.05,8348.05,7000,1348.05,0,"2010-09-01",0
628354,805163,21000,15450,14900,6.54,473.81,"A","A4",3,40000,"RENT","medical",0,9,16829.37,16230.22,15450,1379.37,0,"2010-12-01",0
561552,722690,15000,15000,14775,7.51,466.67,"A","A4",10,43000,"OWN","wedding",0,23,16793.43,16541.47,15000.01,1793.42,0,"2010-08-01",0
352524,354680,7500,7500,0,15.7,262.57,"E","E5",1,52596,"RENT","debt_consolidation",0,43,9237.9,0,7500,1737.9,0,"2008-07-01",0
373715,394068,15000,15000,6891.73932249,13.16,506.56,"C","C3",10,51036,"MORTGAGE","debt_consolidation",0,26,18236.42,7943.32,14999.98,3236.44,0,"2009-01-01",0
478172,607016,5400,5400,5400,14.61,186.17,"D","D1",10,20000,"RENT","home_improvement",0,5,6654.45,6654.45,5400,1254.45,0,"2010-01-01",0
348005,348827,2500,2500,0,11.66,82.64,"C","C3",2,33448,"RENT","debt_consolidation",0,19,2939.69,0,2500,439.69,0,"2008-05-01",0
468894,590944,16000,16000,15840.4390218,16,562.52,"D","D5",1,60000,"OWN","small_business",0,14,20237.67,20034.06,16000,4237.67,0,"2009-12-01",0
405894,454133,3200,3200,3125.57,13.16,108.07,"C","C3",6,47000,"MORTGAGE","debt_consolidation",0,12,248.45,243.47,72.67,34.94,140.84,"2009-05-01",1
403609,448295,1750,1750,1750,10.36,56.77,"B","B5",4,78000,"MORTGAGE","home_improvement",0,32,1955.75,1955.75,1750,205.75,0,"2010-11-01",0
538168,695093,6000,6000,6000,10.38,194.68,"B","B1",7,60000,"MORTGAGE","debt_consolidation",0,22,6861.1,6861.1,6000,861.1,0,"2010-06-01",0
623262,798770,6000,6000,5306.81849248,6.17,183,"A","A3",10,81000,"MORTGAGE","other",0,45,6587.73,5782.53,6000,587.73,0,"2010-11-01",0
579781,745380,8000,8000,8000,7.51,248.89,"A","A4",5,28800,"RENT","debt_consolidation",0,27,8778.58,8778.58,8000,778.58,0,"2010-09-01",0
396081,436078,15000,15000,14765.4003908,9.63,481.42,"A","A5",8,75000,"MORTGAGE","debt_consolidation",0,20,17327.44,17054.82,15000,2327.44,0,"2009-05-01",0
519488,671552,12000,12000,11975,15.7,420.11,"D","D4",5,64800,"MORTGAGE","credit_card",0,20,14506.1,14475.9,12000,2506.1,0,"2010-05-01",0
561554,722693,25000,25000,23450,15.21,869.21,"D","D2",10,69996,"RENT","other",0,30,28963.09,27166.73,25000,3963.09,0,"2010-08-01",0
493943,632169,10000,10000,10000,12.73,335.67,"C","C1",3,65000,"RENT","debt_consolidation",0,9,11746.92,11746.92,10000,1746.92,0,"2010-03-01",0
462988,579455,12000,12000,11926.2339597,14.26,411.67,"C","C5",2,90000,"RENT","debt_consolidation",1,50,14880.68,14785.32,11999.99,2815.27,0,"2009-12-01",0
388777,422460,7000,7000,6752.8,15.68,245.02,"E","E1",2,46000,"RENT","debt_consolidation",0,8,8849,8467.5,6999.99,1819.04,0,"2009-04-01",0
449935,552992,5000,5000,4925,17.04,178.38,"E","E3",1,20000,"RENT","major_purchase",1,15,6029.01,5938.59,5000,1029.01,0,"2009-10-01",0
640084,819398,8700,8700,8200,12.61,291.51,"C","C2",4,40320,"RENT","debt_consolidation",0,7,10489.2,9886.1,8700,1789.2,0,"2010-12-01",0
363389,368042,3700,3700,1776.76383089,11.46,121.95,"B","B5",4,76000,"RENT","small_business",0,25,487.55,236.08,261.97,103.37,122.21,"2008-11-01",1
140730,140588,12000,12000,4724.99208226,16.28,423.55,"F","F5",6,48000,"RENT","credit_card",0,5,7108.44,2797.91,4621.22,2150.62,336.6,"2007-10-01",1
632031,809668,2000,2000,2000,10.36,64.88,"B","B5",NA,70000,"MORTGAGE","vacation",1,63,582.44,582.44,47.57,17.25,517.62,"2010-12-01",1
429277,508556,9000,9000,8515.76059135,15.05,312.23,"D","D4",1,62256,"MORTGAGE","debt_consolidation",0,18,10946.59,10270.28,8999.99,1946.6,0,"2009-07-01",0
380058,404325,20000,20000,13380.1073036,12.84,672.36,"C","C2",3,70000,"MORTGAGE","small_business",0,23,24204.72,15592.02,19999.98,4204.74,0,"2009-03-01",0
611862,784589,2000,2000,2000,13.35,67.73,"C","C4",4,9000,"OWN","debt_consolidation",0,4,2429.66,2429.66,2000,429.66,0,"2010-11-01",0
362272,371565,2400,2400,1230.03,10.83,78.38,"B","B3",8,40000,"RENT","credit_card",0,28,2318.09,1189.52,1929.68,388.41,0,"2008-11-01",0
512580,662255,22000,22000,21850,14.59,758.23,"D","D1",3,84000,"MORTGAGE","debt_consolidation",0,41,26611.55,26430.12,22000,4611.55,0,"2010-05-01",0
459139,572106,8000,8000,7900,13.22,270.41,"C","C2",3,61000,"RENT","credit_card",0,9,9732.64,9610.95,8000,1732.64,0,"2009-11-01",0
492459,629830,3000,3000,3000,14.22,102.86,"C","C5",10,76209,"MORTGAGE","other",0,15,3035.85,3035.85,3000,35.85,0,"2010-03-01",0
515501,666347,24000,24000,18925,17.19,857.94,"E","E3",10,97584,"MORTGAGE","debt_consolidation",0,25,4284.25,3377.2,2642.05,1642.2,0,"2010-05-01",0
579043,744517,3000,3000,3000,13.61,101.97,"C","C2",1,34000,"MORTGAGE","major_purchase",0,26,3666.63,3666.63,3000,666.63,0,"2010-09-01",0
346720,346948,6500,6500,300,11.03,212.9,"C","C1",1,55000,"RENT","debt_consolidation",1,12,7517.67,346.95,6500,1017.67,0,"2008-05-01",0
495109,634062,2500,2500,2500,9.88,80.53,"B","B1",10,43200,"MORTGAGE","major_purchase",0,8,2754.71,2754.71,2500,254.71,0,"2010-03-01",0
140900,140897,8275,8275,575,8.07,259.58,"A","A4",9,49000,"MORTGAGE","other",0,34,8539.46,593.4,8275,264.46,0,"2007-10-01",0
449904,552905,7000,7000,7000,12.87,235.44,"C","C1",7,60000,"OWN","major_purchase",0,8,5316.31,5316.31,3953.15,1224.33,138.83,"2009-10-01",1
419827,492729,12000,12000,11840.11,18.84,438.93,"G","G1",8,50000,"MORTGAGE","small_business",0,16,15795.7,15517.72,12000,3795.7,0,"2009-06-01",0
